"filename", "language", "Markdown", "C++", "CMake", "YAML", "Dart", "Ruby", "Swift", "XML", "JSON", "SVG", "comment", "blank", "total"
"/Users/evgenygazdovsky/workspace/reacthome-studio/apps/studio/lib/ui_kit/widgets/dialog/alert/dialog_alert_cupertino.dart", "Dart", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 2, 15
"/Users/evgenygazdovsky/workspace/reacthome-studio/apps/studio/lib/ui_kit/widgets/dialog/alert/dialog_alert_material.dart", "Dart", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 2, 15
"/Users/evgenygazdovsky/workspace/reacthome-studio/apps/studio/lib/ui_kit/widgets/dialog/dialog.dart", "Dart", 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 6, 32
"/Users/evgenygazdovsky/workspace/reacthome-studio/apps/studio/lib/ui_kit/widgets/dialog/show/show_dialog_cupertino.dart", "Dart", 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 2, 12
"/Users/evgenygazdovsky/workspace/reacthome-studio/apps/studio/lib/ui_kit/widgets/dialog/show/show_dialog_material.dart", "Dart", 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 2, 11
"/Users/evgenygazdovsky/workspace/reacthome-studio/apps/studio/lib/ui_kit/widgets/divider/divider.dart", "Dart", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 4
"/Users/evgenygazdovsky/workspace/reacthome-studio/apps/studio/lib/ui_kit/widgets/divider/divider_cupertino.dart", "Dart", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 2, 6
"/Users/evgenygazdovsky/workspace/reacthome-studio/apps/studio/lib/ui_kit/widgets/divider/divider_material.dart", "Dart", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 2, 6
"/Users/evgenygazdovsky/workspace/reacthome-studio/apps/studio/lib/ui_kit/widgets/icon.dart", "Dart", 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 4, 26
"/Users/evgenygazdovsky/workspace/reacthome-studio/apps/studio/lib/ui_kit/widgets/indicator/activity/indicator_activity_cupertino.dart", "Dart", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 2, 6
"/Users/evgenygazdovsky/workspace/reacthome-studio/apps/studio/lib/ui_kit/widgets/indicator/activity/indicator_activity_material.dart", "Dart", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 2, 6
"/Users/evgenygazdovsky/workspace/reacthome-studio/apps/studio/lib/ui_kit/widgets/indicator/indicator.dart", "Dart", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 4, 10
"/Users/evgenygazdovsky/workspace/reacthome-studio/apps/studio/lib/ui_kit/widgets/list/chevron/list_chevron_cupertino.dart", "Dart", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 2, 6
"/Users/evgenygazdovsky/workspace/reacthome-studio/apps/studio/lib/ui_kit/widgets/list/chevron/list_chevron_material.dart", "Dart", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 2, 6
"/Users/evgenygazdovsky/workspace/reacthome-studio/apps/studio/lib/ui_kit/widgets/list/list.dart", "Dart", 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 6, 31
"/Users/evgenygazdovsky/workspace/reacthome-studio/apps/studio/lib/ui_kit/widgets/list/section/list_section_cupertino.dart", "Dart", 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 2, 21
"/Users/evgenygazdovsky/workspace/reacthome-studio/apps/studio/lib/ui_kit/widgets/list/section/list_section_material.dart", "Dart", 0, 0, 0, 0, 69, 0, 0, 0, 0, 0, 0, 9, 78
"/Users/evgenygazdovsky/workspace/reacthome-studio/apps/studio/lib/ui_kit/widgets/list/tile/list_tile_cupertino.dart", "Dart", 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 2, 19
"/Users/evgenygazdovsky/workspace/reacthome-studio/apps/studio/lib/ui_kit/widgets/list/tile/list_tile_material.dart", "Dart", 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 2, 20
"/Users/evgenygazdovsky/workspace/reacthome-studio/apps/studio/lib/ui_kit/widgets/scaffold/scaffold.dart", "Dart", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 2, 7
"/Users/evgenygazdovsky/workspace/reacthome-studio/apps/studio/lib/ui_kit/widgets/scaffold/scaffold_cupertino.dart", "Dart", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 2, 13
"/Users/evgenygazdovsky/workspace/reacthome-studio/apps/studio/lib/ui_kit/widgets/scaffold/scaffold_material.dart", "Dart", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 2, 13
"/Users/evgenygazdovsky/workspace/reacthome-studio/apps/studio/lib/ui_kit/widgets/switcher/switcher.dart", "Dart", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 2, 7
"/Users/evgenygazdovsky/workspace/reacthome-studio/apps/studio/lib/ui_kit/widgets/switcher/switcher_cupertino.dart", "Dart", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 2, 13
"/Users/evgenygazdovsky/workspace/reacthome-studio/apps/studio/lib/ui_kit/widgets/switcher/switcher_material.dart", "Dart", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 2, 13
"/Users/evgenygazdovsky/workspace/reacthome-studio/apps/studio/lib/ui_kit/widgets/text/field/text_field_cupertino.dart", "Dart", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 2, 15
"/Users/evgenygazdovsky/workspace/reacthome-studio/apps/studio/lib/ui_kit/widgets/text/field/text_field_material.dart", "Dart", 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 2, 19
"/Users/evgenygazdovsky/workspace/reacthome-studio/apps/studio/lib/ui_kit/widgets/text/text.dart", "Dart", 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 4, 14
"/Users/evgenygazdovsky/workspace/reacthome-studio/apps/studio/lib/util/extensions.dart", "Dart", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 19, 1, 23
"/Users/evgenygazdovsky/workspace/reacthome-studio/apps/studio/lib/util/navigator_extension.dart", "Dart", 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 24, 6, 67
"/Users/evgenygazdovsky/workspace/reacthome-studio/apps/studio/lib/util/platform.dart", "Dart", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 4, 2, 12
"/Users/evgenygazdovsky/workspace/reacthome-studio/apps/studio/lib/util/timeout.dart", "Dart", 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 14, 5, 36
"/Users/evgenygazdovsky/workspace/reacthome-studio/apps/studio/linux/CMakeLists.txt", "CMake", 0, 0, 104, 0, 0, 0, 0, 0, 0, 0, 0, 25, 129
"/Users/evgenygazdovsky/workspace/reacthome-studio/apps/studio/linux/flutter/CMakeLists.txt", "CMake", 0, 0, 79, 0, 0, 0, 0, 0, 0, 0, 0, 10, 89
"/Users/evgenygazdovsky/workspace/reacthome-studio/apps/studio/linux/flutter/generated_plugin_registrant.cc", "C++", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 28
"/Users/evgenygazdovsky/workspace/reacthome-studio/apps/studio/linux/flutter/generated_plugin_registrant.h", "C++", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 16
"/Users/evgenygazdovsky/workspace/reacthome-studio/apps/studio/linux/flutter/generated_plugins.cmake", "CMake", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 6, 28
"/Users/evgenygazdovsky/workspace/reacthome-studio/apps/studio/linux/runner/CMakeLists.txt", "CMake", 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 6, 27
